Source,Target
Chitrangada Singh,Kay Kay Menon
KaramVeer Chaudhary,Om Puri
Amrita Puri,Kay Kay Menon
Dolly Ahluwalia,Supriya Shukla
Janhvi Kapoor,Viineet Kumar
Ayesha Jhulka,Sandhya Mridul
Kiran Karmarkar,Tanushree Kaushal
Sapna Bassi,Sardar Sohi
Nitish Pandey,Parvin Dabas
Prateik,Saurabh Shukla
Kajol,Mukesh Tiwari
Indraneil Sengupta,Nawazuddin Siddiqui
Chirag Lobo,Vishal Bhosle
Ishtiyak Khan,Swara Bhaskar
Salman Shahid,Vidya Balan
Chinmaya Surve,Sonal Jha
Arjun Kapoor,Ronit Roy
Johny Lever,Sudha Chandran
Neha Dhupia,Sayali Bhagat
Nassar Abdulla,Ranvir Shorey
Dara Singh,Saumya Tandon
Parvathy,Prasanna
Sanjith Hegde,Thanmayi
Abhinav Sharma,Taaruk Raina
Rahul Dev,Tusshar Kapoor
Salman Khan,Shah Rukh Khan
Oviya,Tej Raj
Alencier Ley Lopez,Anu Sithara
Anil Nedumangad,Virginia Rodriguez
Amol Palekar,Deven Verma
Dhansika,John Vijay
Manish Devkush,Rajeev Gaursingh
Priyanka Chopra,Sushmita Mukherjee
Javed Jaffrey,Soha Ali Khan
Randhir Kapoor,Rannvijay Singh
Prakash Raj,Prasanna
Chitrangada Chakraborty,Kritika Pande
Rahul Amin,Shreya Anchan
Karishma Tanna,Pradeep Singh Rawat
Aashay Kulkarni,Vandana Gupte
Joy Mathew,Murli Sharma
Jamie Lever,Kapil Sharma
David Thewlis,Nicolas Bro
Lin Laishram,Shriswara
Harsh Sethi,Jasmine Kaur
Nushrat Bharucha,Rajkummar Rao
Mahabir Bhullar,Seema Kaushal
Arfi Lamba,Kumar Mayank
Bhumi Pednekar,Sanjay Kapoor
Anil Kapoor,Deepika Padukone
Anita Shabdish,Sarah-Jane Dias
Hema Malini,Rajkummar Rao
Bruna Abdullah,Vivek Oberoi
Arjun Mathur,Violante Placido
Lillete Dubey,Purab Kohli
Jayasurya,Ramya Nambeeshan
Angela Sarafyan,Julian McMahon
Christel Das,Sandershika Tamang
Kimti Anand,Shivam Pradhan
Rohit Chaudhury,Swati Semwal
Alencier Ley Lopez,Karthika Muraleedharan
Guru Somasundaram,Hareesh Peradi
Parul Gulati,Yograj Singh
Dalip Tahil,Kunal Sheth
Ayesha Singh,Ravi Kumar
Girish Karnad,Nagesh Kukunoor
Avtar Gill,Sanjay Mishra
Divya Dutta,Waheeda Rehman
Anil Mange,Arjun Kapoor
Mohammed Zeeshan Ayyub,Nassar
Anju Mahendru,Katrina Kaif
Deepak Dobriyal,Varun Mehra
Omkar Kapoor,Sunny Singh
Ileana D'Cruz,Ratna Pathak Shah
Dilip Prabhavalkar,Mithun Chakraborty
Amruta Khanvilkar,Anil Kapoor
Koushik Sen,Paoli Dam
Jitendra Joshi,Urmila Kanitkar
Arunoday Singh,Rajesh Sharma
Amitabh Bachchan,Neelam
Kanchan Mullick,Prasenjit Chatterjee
Abhimanyu Singh,Sanjay Dutt
Abhay Deol,Jimi the Quiff
K.N. Singh,Kader Khan
Aditi Rao Hydari,Tota Roy Chowdhury
Shraddha Kapoor,Sunil Grover
Amol Parashar,Konkona Sen Sharma
Fardeen Khan,Johnny Lever
Mita Vasisht,Supriya Karnik
Hiten Tejwani,Narendra Jha
Sanjay Kapoor,Vikas Verma
Keith Wickham,Paul Panting
Anurag Arora,Jonathan Readwin
Arul Vincent,Chenthu Mohan
Asrani,Vinay Pathak
Dibyendu Bhattacharya,Rajkummar Rao
Huma Qureshi,Seema Biswas
Alok Chaturvedi,Tusshar Kapoor
Razak Khan,Rohit Shetty
Amrit Pal,Mithun Chakraborty
Anjali Nair,Sudhi Koppa
Johnny Lever,Shawar Ali
Akshay Oberoi,Rajesh Sharma
Anita Kanwal,Mohan Joshi
Arjan Bajwa,Kamini Kaushal
Neena Cheema,Tulip Joshi
Gajanan Jagirdar,Randhir
Mandana Karimi,Sushmita Mukherjee
Arshad Warsi,John Abraham
Deepak Dobriyal,Keeya Khanna
Indrani Haldar,Soumitra Chatterjee
Heeba Shah,Jim Sarbh
Alok Nath,Govind Namdeo
Amruta Subhash,Imaaduddin Shah
Ketan Kava,Zeel Thakkar
Sandhanam,Shivani Bhai
Geeta Bisht,Narendra Jetley
Rajesh Sharma,Tusshar Kapoor
Natasha Rastogi,Nishant Dahiya
Ayushmann Khurrana,Pallavi Sharda
Masood Akhtar,Veer Rajwant Singh
Rajatabha Dutta,Ranbir Kapoor
Abhijit Kelkar,Priya Bapat
Nikhil Vijay,Richa Chadda
Naseeruddin Shah,Sitaram Panchal
Karan Kundra,Kubbra Sait
Priyesh Kaushik,Subrat Dutta
Akalyadevi B.,P. Samuthirakani
Mehmood,Shakti Kapoor
Pooja Bhatt,Vivek Gomber
Aditya Roy Kapur,Shaad Randhawa
Ajit,Helen
Amruta Subhash,Kishore Kadam
Aaditi Pohankar,Manoj Joshi
Krisha Kurup,Samuthirakani
Manoj Joshi,Zarine Khan
Danny Denzongpa,Farida Jalal
Anil Kapoor,Shivaji Satham
Jitendra Joshi,Siddharth Menon
Johnny Baweja,Tanvi Vyas
Harish Khanna,Trimala Adhikari
Daniel Weber,Sunny Leone
Rahul Ram,Warina Hussain
Syna Anand,Yashwant Wasnik
Naseeruddin Shah,Sushil Pandey
Shashank Arora,Sindhu Sreenivasa Murthy
Abhinav Shukla,Sanjeeda Sheikh
Bobby Deol,Vinod Khanna
Salman Khan,Shakti Kapoor
Kamini Kaushal,Nikitin Dheer
Mahesh Manjrekar,Om Puri
Aniruddha Dave,Jimmy Shergill
Shah Rukh Khan,Shawar Ali
Garry Sandhu,Monica Bedi
Parvin Dabas,Sayaji Shinde
Nina Kulkarni,Shubhangi Damle
Rajpal Yadav,Sudhir Pandey
Irrfan Khan,Usha Uthup
Kapil Punjabi,Sunny Leone
Nawazuddin Siddiqui,Rajkummar Rao
Bobby Deol,Samiksha Bhatnagar
Rishi Kapoor,Tusshar Kapoor
Uday Nene,Vaisnavi RP
Anshikaa Shrivastava,Tejaswini Kolhapure
Manoj Joshi,Samir Soni
Subodh Bhave,Tushar Dalvi
Farhan Akhtar,Manav Kaul
Soubin Shahir,Suraj Venjaramoodu
Sachin Khedekar,Sudhanshu Pandey
Anupam Kher,Gauhar Khan
Ayaz Khan,Prashant
Alok Nath,Vikram Gokhale
Anant Jog,Emraan Hashmi
Mumtaz Sorcar,Nishesh
Keith Stevenson,Kulbhushan Kharbanda
Asha Parekh,Jagdeep
Esha Amlani,Hridaynath Jadhav
Navni Parihar,Vikram Gokhale
Ritabhari Chakraborty,Tanusree Chakraborty
Prem Chopra,Sonam Kapoor
Manchu Lakshmi,Srinivas Avasarala
Atul Mahale,Tannishtha Chatterjee
Karan Kundra,Neha Sharma
Ajit Vachani,Bhagyashree
Neel Tyagi,Rahul Ram
Amrish Puri,Deepak Qazir
Kashyap Bharbhaya,Murli Sharma
Nina Kulkarni,Vijay Kenkre
Mary Nonghuloo,Tashneem Lyngdoh
Abhishek Kale,Deepika Bhide Bhagwat
Prasad Vanarse,Sumitra Bhave
Anjali Patil,Om Kanojiya
Saranya Ponvannan,Sunder Ramu
Claudia Ciesla,Darshan Jariwala
Raveena Tandon,Salman Khan
Suresh Menon,Vijay Maurya
Anupam Kher,Esha Gupta
Adil Hussain,Narendra Jha
Anmol Limbu,Ishika Gurung
Urmila Matondkar,Vijayendra Ghatge
Arjun Kapoor,Kanwaljeet Singh
Deepti Naval,Reema Lagoo
Baljinder Kaur,Sukhdev Barnala
Aditi Keskar,Mukesh Chhabra
Pooja Hegde,Tabu
Hrithik Roshan,Kareena Kapoor
Nikita Sharma,Umang Jain
Rajpal Yadav,Tapsee Pannu
Rahul Bhat,Tillotama Shome
Ashwini Kalsekar,Kabir Sajid
Ravi Kishan,Raza Murad
Kunika Lall,Mohan Joshi
Huma Qureshi,Vipin Sharma
Amy Jackson,Saranya Ponvannan
Jigna Bharadhwaj,Rajesh Kawa
Aashi Rawal,Mann Patel
Niharika Singh,Rajit Kapoor
Amrit Maghera,Anushka Manchanda
Atul Kale,Shah Rukh Khan
Amrit Pal,Anjana Mumtaz
Rahul Amin,VJ Vineeth
Iqbal Sultan,Mahabrata Basu
Pradeep Singh Rawat,Vivek Oberoi
Ankush Dubey,Victor Banerjee
Kurush Deboo,Parikshat Sahni
Alia Bhatt,Sahil Vaid
Kichu Tellus,Sreekanth Dasan
Atul Kulkarni,Rajit Kapoor
Amit Behl,Chandan Anand
Pulkit Samrat,Vishakha Singh
Prasenjit Chatterjee,Soumitra Chatterjee
Leona Lishoy,Sunil Sukhada
Mac Mohan,Sudhir
Adil Hussain,Mukesh Tiwari
Chetan Dalvi,Shubhangi Tambale
Ravi Teja,Srikanth Mullagiri
Rannvijay Singh,Rohit Saraf
Kunal Kapoor,Lara Dutta
Arjan Bajwa,Ayaz Khan
Arjun Mathur,Radhika Apte
Dilip Joshi,Hrishitaa Bhatt
Alan Marriott,Michael Dobson
Simrat Kaur,Vikas Shukla
Ishaani Krishna,Nimisha Sajayan
Purab Kohli,Sameer Kochhar
Dakota Goyo,Karl Yune
Raaghav Chanana,Sarah-Jane Dias
Gautam Kurup,Karran Jeet
Nisha Bano,Prakash Gadhu
Hareesh Perumanna,Vineeth Mohan
Ashwini Giri,Girish Kulkarni
Adil Hussain,Rajat Kapoor
Aamir Khan,Gracy Singh
Immaduddin Shah,Tillotama Shome
Shiv Pandit,Shreyas Talpade
Irrfan Khan,Sunny Charles
Isha Koppikar,Salman Khan
Sweety Pala,Tashneem Lyngdoh
Asrani,Shehzad Khan
Emraan Hashmi,Humaima Malik
Prem Chopra,Priyanka Chopra
Asha Sachdev,Jaya Bhaduri
Imran Khan,Shahana Goswami
Irrfan Khan,Narendra Jha
Shabbir Ahluwalia,Vivek Oberoi
Kiran Rathod,Supriya Karnik
Rahul Dev,Sanjay Dutt
Manoj Joshi,Shernaz Patel
Jonathan Readwin,Vivek Yadav
Kishore Kadam,Madhavi Soman
Plabita Borthakur,Vivek Gomber
Boman Irani,Yogendra Tikku
Aakash Dabhade,Ronit Roy
Rajesh Jais,Varun Sharma
Manoj Bajpayee,Saif Ali Khan
Prashantt Guptha,Rajeshwari Sachdev
Raghav Juyal,Varun Dhawan
Anupam Kher,Karuna Pandey
Rimi Sen,Vrajesh Hirjee
Imran Khan,Sujata Kumar
Prabhjyot Singh,Satish Kaushik
Nargis Fakhri,Shernaz Patel
Arun Nalawade,Umesh Kamat
Irrfan Khan,Tabu
Neha Sharma,Rohit Shetty
Arya,Ashutosh Rana
Kangana Ranaut,Madhavan
Gaurav Rana,Gopal Dutt Tiwari
Kristy Banerjee,Makarand Mukund
Aamir Khan,Rani Mukerji
Mukesh Tiwari,Sushant Singh
Sindhu Sreenivasa Murthy,Vaishwath Shankar
Bhupendra Jadawat,Joy Sengupta
Ashwin Mushran,Luke Kenny
Manimegalai,Sheela Rajkumar
Anamaya Verma,Mausam
Anant Jog,Sonali Kulkarni
Sarabjit Cheema,Sonia Mann
Rajendranath Zutshi,Yashpal Sharma
Randhir Kapoor,Shweta Kumar
Gautami Kapoor,Helly Shah
Manoj Bajpayee,Neha
Minto,Simran Kaur Mundi
Narendra Jha,Sanjay Suri
Rahul Vohra,Tillotama Shome
Kay Kay Menon,Sharman Joshi
Sanjay Mishra,Sharad Kelkar
Aditi Sharma,Rahul Jungral
Mohnish Bahl,Raveena Tandon
Gargi Datar,Subodh Bhave
Preity Zinta,Salman Khan
Satish Shah,Vishwajeet Pradhan
Shivani Tanksale,Vipin Sharma
Burjor Patel,Christel Das
Fatima Sana Shaikh,Konkona Sen Sharma
Anshuman Jha,Asif Basra
Kulbhushan Kharbanda,Moushumi Chatterjee
Deven Verma,Gulshan Grover
Aruna Irani,Nana Patekar
Genelia D'souza,John Abraham
Amitabh Bachchan,Tapsee Pannu
Grace Antony,Shalu
Indrans,Shaji John
Farida Jalal,Rishi Kapoor
Dimple Kapadia,Sumit Suri
Anil Kapoor,Dalip Tahil
Arya,Premgi Amaren
Daya Shankar Pandey,Manoj Joshi
Kareena Kapoor,Manoj Bajpayee
Evangeline Lilly,John Gatins
Neela Khedkar,Sumitra Bhave
Manuj Sharma,Sushama Deshpande
Imran Rasheed,Trimala Adhikari
Jimi the Quiff,Sindbad Phgura
Kareena Kapoor,Umesh Mehra
Apoorva Arora,Paresh Rawal
Akshay Kumar,Manoj Joshi
Aditya Lakhia,Raghuvir Yadav
Maithili Patwardhan,Priyadarshan Jadhav
Prem Chopra,Shatrughan Sinha
Atul Kulkarni,Yashpal Sharma
Chetan Pandit,Mugdha Godse
Akshay Sachdev,Ram Kapoor
Monica Khanna,Suparna Marwah
Dipannita Sharma,Pushy Anand
Amrita Rao,Kabir Bedi
Kunal Kapoor,Leela Naidu
Amitabh Bachchan,Vinod Khanna
Sonali Bendre,Tabu
Benjamin Gilani,Kirti Kulhari
Ajay Devgn,Vijay Raaz
Gulshan Grover,Zeenat Aman
Kiara Advani,Kunal Vijaykar
Mallika Dua,Rajendra Sethi
Huma Qureshi,Lily Travers
Aryan Preet,Tathastu
Agnello Dias,John Abraham
Miya Muqi,Zhang Yixing
Suchitra Pillai,Viineet Kumar
Amitabh Bachchan,Sujit Kumar
Sanjay Kapoor,Sikander Kher
Rana Daggubati,Sudeep
Anupam Kher,Shammi
Milind Pathak,Parthveer Shukla
Atharva Karve,Ketan Karande
Jagan,Vishal
Jaswinder Bhalla,Sharry Mann
Asif Basra,Suruchi Aulakh
Amit Sial,Neena Gupta
Barun Sobti,Nakul Bhalla
Satwant Kaur,Tania
Anjan Dutt,Bikram Chatterjee
Isha Talwar,Suhail Nayyar
Aashif Sheikh,Mahavir Shah
Juhi Chawla,Manisha Koirala
Mandakini,Raza Murad
Anirudh Tanwar,Harish Khanna
Hansika Motwani,Santhanam
Tapsee Pannu,Tushar Pandey
Akarsh Khurana,Parmeet Sethi
Ashay Chitre,Moon Moon Sen
Amitabh Bachchan,Neetu Singh
Aditi Arya,Nandita Swetha
Arbaaz Khan,Arjan Bajwa
Sakha Kalyani,Saurabh Dubey
Aditya Jain,Riya Kothari
Aryan Preet,Shrikant Verma
Nidhi Mahavan,Rakesh Chaturvedi Om
Maithili Patwardhan,Manoj Kolhatkar
Ashwath Bhatt,Sanjay Suri
Himesh Reshammiya,Javed Sheikh
Malobika Banerjee,Sudipto Chattopadhyay
Anshul Chauhan,Sheeba Chaddha
Randhir,Vyjayantimala
Banita Lagun,Binod Pradhan
Lalita Pawar,Rajendra Kumar
Masood Akhtar,Vidya Balan
Mahavir Shah,Shakti Kapoor
Farooq Shaikh,Prasenjit Chatterjee
Delnaaz Paul,Shreyas Talpade
Amitabh Bachchan,Prakash Belawadi
Brandon Jay McLaren,Chelan Simmons
Aruldass,Prinz Nithik
Sanchit Wartak,Vatsal Dubey
Johnny Lever,Varun Sharma
Ravindra Mankani,Shubhankar Atre
Archana Puran Singh,Reema Lagoo
Deepti Pujari,Manjot Singh
Gyanendra Tripathi,Swanand Kirkire
Anjali Abrol,Johnny Lever
Sampath Raj,Siddhu Jonnalagadda
Kunal Sharma,Nimai Bali
Ashay Chitre,Johny Lever
June Maliah,Rudranil Ghosh
Murli Sharma,Neil Nitin Mukesh
Leela Samson,Nivedhithaa Sathish
Asrani,Sharmila Tagore
Praveena Paruchuri,Radha Bessy
Shraddha Kapoor,Vennela Kishore
Saeed Jaffrey,Smita Patil
Gurnam Bhullar,Sukhwinder Chahal
Rakul Preet Singh,Rao Ramesh
Divya Palat,Vrajesh Hirjee
Johnny Lever,Kareena Kapoor
Dinesh Anand,Mink Singh
Ajay Devgn,Arjun Rampal
Hari,Sai Pallavi
Sanjay Dutt,Zeenat Aman
Nikhil Chopra,Satarupa Das
Aamir Khan,Norma Lobo
Kishore Kadam,Nandita Das
Samrat Reddy,Shrikanth Iyyangar
Deep Raj Rana,Reema Debnath
Brijendra Kala,Murad Ali
Dinesh Thakur,Ranjita Thakur
Chinmay Patwardhan,Govind Namdeo
Indrans,Vishnu Agasthya
Dileesh Pothan,Roshan Mathew
Lal,Priyamvada Krishnan
Debdut Ghosh,Usashi Chakraborty
Bhoomika Chawla,Mahesh Manjrekar
Ishita Haria,Rajeshwari
Ashiqa Salvan,Nasser
Jaya Bhaduri,Kareena Kapoor
Jaffer Idukki,Sajitha Madathil
Amitabh Bachchan,Preity Zinta
Karisma Kapoor,Mahavir Shah
Sudhir Chowdhary,Sundeep Kishan
Roshan Mathew,Zarina Wahab
Ramdas,Usha Bhandary
Samiksha Bhatnagar,Sunny Deol
Manchu Lakshmi,Shruthi Haasan
Rinku Rajguru,Suresh Vishwakarma
Pramod Moutho,Rakhee Gulzar
Alexx O'Nell,Janhvi Kapoor
Manoj Pahwa,Zarine Khan
Madhuri Sanjeev,Sharat Saxena
Paresh Rawal,Sonu Sood
Sreelekha Mitra,Subhajit Das
Akshay Kumar,Javed Sheikh
Sanjay Dutt,Zayed Khan
Manish Mehta,Mugdha Godse
Hrithik Roshan,Ranvir Shorey
Javed Jaffrey,Kareena Kapoor
Shah Rukh Khan,Varun Sharma
Ram Kapoor,Yatin Karyekar
Mahesh Manjrekar,Suchitra Bandekar
Madhu Sapre,Padma Lakshmi
Ehan Bhat,Warina Hussain
Esther Anil,Thanusree Ghosh
Rajpal Yadav,Smiley Suri
Prasanna,Rajkiran
Bhaskar Jha,Siddharth Bharadwaj
Damian Alexander D'Souza,Shilpa Iyer
Freddy Daruwala,Sonakshi Sinha
Ram Manjjonaath,Shraddha Srinath
Pratap Pothan,Samyuktha Menon
Juhi Chawla,Om Puri
Nayantara,Thagubothu Ramesh
Amrita Rao,Farida Jalal
Aamir Khan,Raj Arjun
Aksha Pardhasany,Amit Sial
Aashish Chaudhary,Vatsal Seth
Adrian Knight Jesly,Vasanth Ravi
Bhanu Uday,Seema Rahmani
Kunika Lall,Manoj Joshi
Govinda,Johnny Lever
Lokesh Gupte,Santosh Juvekar
Paresh Rawal,Sudhir Nema
Govind Namdeo,Shahana Goswami
Manjiri Pupala,Savita Bajaj
Neetu Singh,Rishi Kapoor
Gajraj Rao,Tillotama Shome
Helen Mirren,Om Puri
Ronit Roy,Surveen Chawla
Johny Antony,Sarvajith Santosh Sivan
Mukesh S Bhatt,Sudhir Pandey
Ajay Devgn,Mohan Agashe
Monika Pawar,Simone Singh
Razia Sukhvir,Surinder Shinda
Rishi Kapoor,Upen Patel
Burjor Patel,Satya Priya Chakraborty
Manav Vij,Varun Sharma
Om Puri,Rajendranath Zutshi
Gautami Kapoor,Manav Gohil
Rajendra Gupta,Yashpal Sharma
Mukesh Tiwari,Sanjay Mishra
Boman Irani,Kunal Kapoor
Diljit Dosanjh,Shahid Kapoor
Aditi Balan,Atharva
Nithin George,Shalu
Rahul Bose,Seema Biswas
Deven Verma,Mehmood
Diya Chalwad,Nishikant Kamat
Malvika Sharma,Sampath Raj
Ashutosh Rana,Jaswant Daman
Adrian Knight Jesly,Azhagamperumal
Rajpal Yadav,Vijay Raaz
Aditi Sharma,Gagan Kokri
Divya Dutta,Harsh Vasisht
Parveen Babi,Vinod Khanna
Manoj Joshi,Sahil Vedoliyaa
Ankit Yadav,Waheeda Rehman
Bharath Seeni,Subiksha
Pankaj Tripathi,Pearle Maaney
Kay Kay Menon,Salman
Julie Tejwani,Mausam
Naga Shourya,Teja Sajja
Gulfam Khan,Suchita Trivedi
Jeff Doucette,Parvez Khan
Arun Kumar,Kulappulli Leela
Kareena Kapoor,Shruti Haasan
Khalid Tyabji,Radhika Apte
Javed Khan,Rishi Kapoor
Dilip Joshi,Mahima Chaudhry
Atul Kulkarni,Mukesh Rishi
Kishori Balal,Shah Rukh Khan
Madhuri Dixit,Nutan
Ananya Khare,Raghuvir Yadav
Bhoomika Chawla,Prem Kathir
Chandan Roy Sanyal,Paula Donner
Kader Khan,Sharmila Tagore
Annu Kapoor,Neil Nitin Mukesh
Aayan Boradia,Ram Kapoor
Abhinav Sharma,Rohit Saraf
Arya Babbar,Madhavan
Mithun Chakraborty,Puneet Issar
Kareena Kapoor,Kiran Rathod
Parminder Ghumman,Saumya Daan
Iniya,Jayaprakash
Rakul Preet Singh,Vennela Kishore
Shweta Tripathi,Sunny Charles
Anupam Kher,Manoj Bajpayee
Akshay Pendse,Umesh Kamat
Mohan Joshi,Satish Kaushik
Mahie Gill,Rajendra Gupta
Harsh Sethi,Vijay S. Kumar
Diljott,Karamjit Anmol
John Abraham,Naseeruddin Shah
Arunima Sinha,Christel Das
Brijendra Kala,Pushtii Shakti
Anand Abhyankar,Sudhir Joshi
Deven Verma,Utpal Dutt
Dilip Salgaonkar,Jyoti Joshi
Anshul Chauhan,Shirin Sewani
Abir Goswami,Siddhant Kapoor
Dibyendu Bhattacharya,Kay Kay Menon
Sheela Rajkumar,Yogi Babu
Jigna Bharadhwaj,Samriddhi Shuklaa
Alka Chawla,Sanjay Mishra
Ravi Baswani,Tiku Talsania
Adarsh,Prasad
Manjot Singh,Raja Hudda
Karan Khanna,Vikram Chatwal
John Abraham,Rajendranath Zutshi
Asrani,Pradhuman Singh
Kay Kay Menon,Shilpa Shetty
Makarand Mukund,Prasad Vanarse
Adil Hussain,Komal Gawade
Aashish Chaudhary,Riya Sen
Govind Namdeo,Ranbir Kapoor
Bomma Sreedhar,John Kottoly
Bob Christo,Rahul Roy
Hari,Kalki Koechlin
Akshay Kumar,Sushmita Sen
Neelam,Reema Lagoo
Hetvi Bhanushali,Shabana Azmi
Katrina Kaif,Raghu Ram
Plabita Borthakur,Pooja Bhatt
Dilip Prabhavalkar,Rajpal Yadav
Amrita Arora,Sunil Shetty
Kharaj Mukherjee,Rajatabha Dutta
Shraddha Kapoor,Sudheer Babu
Adah Sharma,Neil Nitin Mukesh
Sharmin Segal,Sonal Jha
Nauheed Cyrusi,Sanjay Mishra
Devadarshini Chetan,Oviya
Manju Singh,Shubha Khote
Kartik Aaryan,Omkar Kapoor
Mohit Nain,Shashank Arora
Bhagwan Tiwari,Neeraj Kabi
Kartar Cheema,Pammi Bai
Anita Devgan,Happy Raikoti
Niels Arestrup,Patrick Kennedy
Abhishek Kale,Prasad Vanarse
Mita Vashisht,Nimai Bali
Mukesh Rishi,Satish Kaushik
Benedict Cumberbatch,Niels Arestrup
Karan Khanna,Sandhya Mridul
Anubrata Basu,Rii
Jhanvi Dwivedi,Rohit Mittal
Havish,Nandita Swetha
Parna Pethe,Vandana Gupte
Aman Dhaliwal,Kanwaljeet Singh
Rajendraprasad,Samantha Ruth Prabhu
Gautam Kurup,Rajesh Sharma
Diya Mirza,Govind Namdeo
Akshay Oberoi,Ravi Kishan
Chittaranjan Tripathi,Rajesh Jais
Rinke Khanna,Riya Sen
Prakash Belawadi,Tota Roy Chowdhury
Rambha,Sushmita Sen
Gautam Sarkar,Sunny Pawar
Neetu Singh,Pran
Bappi Lahiri,Nauheed Cyrusi
Prayaga Martin,Rythvika Suriya
Panja Vaisshnav Tej,Vijay Sethupathi
Mandakini Goswami,Siddharth Boro
Shreya Narayan,Varsha Usgaonkar
Johnny Lever,Sakshi Shivanand
Mahesh Manjrekar,Sarfaraz Khan
Manoj Pahwa,Nafisa Ali
Chandini Sreedharan,Jinu Joseph
Ramesh Thilak,Ranjith
Barun Chanda,Mona Ambegaonkar
Shraddha Srinath,Siddhu Jonnalagadda
Shefali Shah,Yashaswini Dayama
Anisha Ambrose,Vishwaksen Naidu
Gaurav Chakrabarty,Mir Afsar Ali
Andrew Toth,Brian Drummond
Gayathri Arun,Nandu
Mithun Chakraborty,Raima Sen
Anil Kapoor,Vineet Kumar Singh
Brijendra Kala,Ileana D'Cruz
Amjad Khan,Utpal Dutt
Parvathi T,Vinodhini
Kenneth Desai,Varun Dhawan
Dipannita Sharma,Rajesh Sharma
Jassi Gill,Manav Vij
Meena T.,Raaj Kumar
Isha Koppikar,Jaya Bhaduri
Amrit Arora,Randeep Hooda
Neena Gupta,Soni Razdan
Kirron Kher,Shreyas Talpade
Saravajeet Tiwari,Saurabh Shukla
Lillete Dubey,Navin Nischol
Masood Akhtar,Suparna Marwah
Alok Nath,Subhash Ghai
Amrinder Gill,Gurpreet Guggi
Ashok Saraf,Pushkar Shrotri
Raza Murad,Sushma Seth
Imran Khan,Prateik Babbar
Karuna Pandey,Manoj Joshi
Sanjivani Khanvilkar,Shwetambari Ghute
Pawan Singh,Tabu
Irrfan Khan,Nitish Pandey
Atul Kulkarni,Sunny Leone
Anvil Laloo,Richard Kharpuri
Saurabh Shukla,Yashpal Sharma
Deepak Shirke,Satyadeep Misra
Nawazuddin Siddiqui,Rajnikanth
Amit Sial,Sudhir Pandey
Bhaskar Jha,Jay Shanker Pandey
Aishwarya Rai Bachchan,Suhasini Mulay
Amrish Puri,Anang Desai
Deepak Dobriyal,Subrat Dutta
Josh Holloway,Julian McMahon
Angad Bedi,Sanjay Dutt
Anupriya Goenka,Divya Seth
Anant Raina,Ashwath Bhatt
Kulbhushan Kharbanda,Mukesh Tiwari
Rahul Singh,Vir Das
Feroz Khan,Kay Kay Menon
Mukesh Chhabra,Naman Jain
Ashwini Bhave,Sunil Tawde
Neha Joshi,Rajesh Shringarpure
Hearty Singh,Neelima Azim
Nirmiti Sawant,Pakoda Pandi
Rahul Bairagi,Salman Khan
Prince Kanwaljit Singh,Vijay S. Kumar
Chetan Cheenu,Lakshmi Menon
Keith Wickham,Teresa Gallagher
Brijendra Kala,Sarika
Dhruva Padmakumar,Gaurav Sharma
Neil Bhoopalam,Purab Kohli
Anumegha Banerjee,Shantilal Mukherjee
Aishwarya Ghaydar,Amaraja Patil
Bhupesh Pandya,Natasha Rastogi
Anil Rastogi,Ravi Jhankal
Supriya Pathak,Vidya Balan
Beena,Kiran Kumar
Sanjay Mishra,Tannishtha Chatterjee
Charmy Kaur,Raveena Tandon
Neena Gupta,Ramya Krishnan
Dharmendra,Sucheta Khanna
Jayapradha,Krishan Dhawan
David Kross,Emily Watson
Ashwini Bhave,Hrishikesh Joshi
Shruti Bapna,Suman Talwar
Priya Anand,Richa Chadda
M.K. Raina,Vipin Sharma
Ashwini Kalsekar,Zakir Hussain
Bhavani Sre,Gautham Vasudev Menon
Anurag Arora,Arjan Bajwa
Kareena Kapoor,Sakshi Shivanand
Jackie Shroff,Rajpal Yadav
Julian Freund,Rohini Hattangadi
B.N. Sharma,Sharry Mann
Celina Jaitly,Delnaaz Paul
Madhavan,Sachin Khedekar
Gurpreet Guggi,Sumeet Sandhu
Anupam Kher,Kiran Kumar
Prateeksha Lonkar,Smita Tambe
Niloy Sankar Gupta,Shiny Gogoi
Ranbir Kapoor,Smita Jaykar
Mrunmayee Deshpande,Nirmala Tikam
Lakha Lakhwinder Singh,Sonia Mann
Arunima Sinha,Satya Priya Chakraborty
Nirmiti Sawant,Prithviraj Sukumaran
Chinmay Kambli,Nandini Bora
Pushkar Shrotri,Sanjay Mone
Arpit Chaudhary,Mona Ambegaonkar
Danish Husain,Geetanjali Kulkarni
Anusha Dhandekar,Vijay Raaz
Chaya Singh,Rajkiran
Irrfan Khan,Jeff Doucette
Subbaraju,Vikram Prabhu
Mona Singh,Vishesh Bansal
Parambrata Chatterjee,Tripti Dimri
Anuschka Sawhney,Nawazuddin Siddiqui
Avtar Gill,Kimi Verma
Shama Deshpande,Shatrughan Sinha
Nilesh Diwekar,Paresh Rawal
Dilip Joshi,Jackie Shroff
Sonalli Sehgall,Supriya Pathak
Kushal Chakraborty,Surangana Banerjee
Sachin,Shakti Kapoor
Raja Hudda,Rajat Barmecha
Gayatri Joshi,Rajesh Vivek
Gavie Chahal,Rahul Mittra
Ameesha Patel,Saif Ali Khan
Madonna Sebastian,Vidyullekha Raman
Huma Qureshi,Simon Callow
